"Цена";"Валюта";"Наименование";"Ссылка";"Описание";"Размеры";"";"Изображение";"Маленькое изображение"
"1350";"RUB";"Платье 153-18 56-70 рр";"http://stile-n.ru/products/plate-153-18-56-70-rr";"состав 100% хлопок Платье прямое, с небольшими разрезами по спинке Длина по спинке -  110см, рука 45см Рост модели 172см,  размер 56-58";"60-62, 64-66";"";"http://stile-n.ru/files/products/parf2433.800x600.jpg?01a57486b8eb387263cb296ee4893701";"http://stile-n.ru/files/products/parf2433.340x450.jpg?ca35654521e0283b86f1c65f95998850"
"1590";"RUB";"Платье 454-2 56-64 рр";"http://stile-n.ru/products/plate-454-2-56-64-rr";"состав 100% хлопок (штапель) Платье свободное с карманами Длина платья 110см Рукав на резинке Рост модели 172см, размер 56-58";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf2343.800x600.jpg?70aeb39f487f5834db680daf5ff54dc7";"http://stile-n.ru/files/products/parf2343.340x450.jpg?1628ba3d172bd51164b96786cfa562c3"
"1350";"RUB";"Брюки 18-51 56-66рр";"http://stile-n.ru/products/bryuki-18-51-56-66rr";"состав 50% хлопок , 50% полиэстер ( легкая ткань для лета) Брюки на резинке, с карманами Длина брюк по внутрен.шву - 74см";"56-58, 60-62";"";"http://stile-n.ru/files/products/parf0439.800x600.jpg?6a9187d2280078196789038a2b27770d";"http://stile-n.ru/files/products/parf0439.340x450.jpg?cdf5a3a4196dd9fa35d0b05abc84b5a3"
"1450";"RUB";"Платье 001а-53 черное абстр. 56-70рр";"http://stile-n.ru/products/plate-001a-53-chernoe-abstr-56-70rr";"состав 100% полиэстер (трикотаж масло) Длина по спинке - 148см Рукав летучая мышь, длина рукава от горловины - 55см";"56-58, 60-62, 64-66, 68-70";"";"http://stile-n.ru/files/products/parf0099_1.800x600.jpg?965fb278f2e03d2a846cf0b8d48b5d20";"http://stile-n.ru/files/products/parf0099_1.340x450.jpg?3faf7516cf9ff4122a494126a5ef519a"
"1090";"RUB";"Блуза 015-10 56-66рр";"http://stile-n.ru/products/bluza-015-10-56-66rr";"состав 100% полиэстер (трикотаж-жатка, блеск золото) Туника свободная, по бокам глубокие разрезы Длина по спинке 80см";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf0414_2.800x600.jpg?6bc170d5ba72fa9acdbee1972655fbed";"http://stile-n.ru/files/products/parf0414_2.340x450.jpg?356c3f18bd7902d4ed85fa88d513ce00"
"1690";"RUB";"Комплект 860-5 56-66рр";"http://stile-n.ru/products/komplekt-860-5-56-66rr";"Комплект состоит из блузки и юбки. Состав блузки: 100% полиэстер (ниагара) Блузка свободная с ассиметричным низом Состав юбки: 100% полиэстер (трикотаж с напылением, пудра\золото) Юбка на резинке, со шлицей Юбка длиной 68см Рост модели 172см, размер 56-58";"60, 62, 64, 66";"";"http://stile-n.ru/files/products/parf0295_1.800x600.jpg?c7453b8ecfc92c4133bdf78b341e7de2";"http://stile-n.ru/files/products/parf0295_1.340x450.jpg?094d89015c1c8fe35a4eeab00b3b896d"
"1490";"RUB";"Платье 245-11 56-66рр";"http://stile-n.ru/products/plate-245-11-56-66rr";"состав 35% полиэстер, 60% вискоза, 5% эластан (трикотаж) Платье-туника полуприлегающее Длина по спинке 112см, рукав 45см";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf0261.800x600.jpg?1cfb2655acf05a99133bc6e429ffdf28";"http://stile-n.ru/files/products/parf0261.340x450.jpg?309b7dd8dbbf356dc6a1144c0a5c62de"
"1450";"RUB";"Платье 207-1 56-66рр";"http://stile-n.ru/products/plate-207-1-56-66rr";"состав 20% вискоза, 80% полиэстер (креп-трикотаж, всесезонный) Платье полуприлегающеей Платье с пайетками (синий/золото) Длина платья 108см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/dscf0729.800x600.jpg?5ef86dd61b76142493018ceaf3833ac2";"http://stile-n.ru/files/products/dscf0729.340x450.jpg?4c0e150a998fb1e5dcc84ac38acd8337"
"1190";"RUB";"Шорты 100-7 56-70рр Арабский голубой цвет";"http://stile-n.ru/products/shorty-100-7-56-70rr-arabskij-goluboj-tsvet";"состав 100% хлопок (джинс-хлопок) Шорты с карманами, на замке Длина шорт (внутренняя сторона) - 30см Рост модели 172см, размер 58";"62";"";"http://stile-n.ru/files/products/dscf0971.800x600.jpg?67c1719a9d447d3c80fb0af9d8dba0aa";"http://stile-n.ru/files/products/dscf0971.340x450.jpg?e1fa9274e5742a2add68faac0d032bf2"
"1200";"RUB";"Шорты 100-5 джинс";"http://stile-n.ru/products/shorty-100-5-dzhins-";"состав 100% хлопок (джинс-хлопок) Шорты с карманами, на замке Длина шорт (внутренняя сторона) - 30см Рост модели 172см, размер 58";"62";"";"http://stile-n.ru/files/products/dscf0926.800x600.jpg?0fde924430320fb0c0d42359f507daa5";"http://stile-n.ru/files/products/dscf0926.340x450.jpg?d08c7fea74aef7d5a6f6c57d939cfc6b"
"1850";"RUB";"Платье 001а-20 темно-синий 56-66рр";"http://stile-n.ru/products/plate-001a-20-temno-sinij-56-66rr";"состав 100% полиэстер (ниагара + сетка ) Платье на резинке, свободное Юбка -подклад в комплекте Длина платья 120см Рост модели 172см, размер 58";"64-66";"";"http://stile-n.ru/files/products/dscf0813.800x600.jpg?a47bbdc931ef45ff5fbbc67ae0403438";"http://stile-n.ru/files/products/dscf0813.340x450.jpg?63f92ac012ddd2a835e4103a7b0a53e6"
"1150";"RUB";"Блуза 144-9 56-70рр";"http://stile-n.ru/products/bluza-144-9-56-70rr";"состав 100% хлопок(марлевка) Блуза свободная Длина по спинке - 77см, длина рукава от горловины - 55см";"56-58, 60-62, 64-66, 68-70";"";"http://stile-n.ru/files/products/dscf1041_1.800x600.jpg?687ee524deff04185fc2640378a38600";"http://stile-n.ru/files/products/dscf1041_1.340x450.jpg?64ac43674645590337d7be9bdf34dfb6"
"950";"RUB";"Джемпер 256-10";"http://stile-n.ru/products/dzhemper-256-10";"состав 30% вискоза,  70% полиэстер (трикотаж диор) Джемпер свободной Длина джемпера 75см, рукав 40см";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf6146_1.800x600.jpg?edb9091068521964582026238512e2f1";"http://stile-n.ru/files/products/parf6146_1.340x450.jpg?b86a4146b6ed0e605ecb0ca820e88d8f"
"690";"RUB";"Футболка к001-32";"http://stile-n.ru/products/futbolka-k001-32";"состав 95% полиэстер, 5% эластан (трикотаж масло, рисунок купонный - может отличаться, но симметричный) Длина футболки  - 75см Рост модели 172см, размер 58";"60-62, 64-66";"";"http://stile-n.ru/files/products/parf6134.800x600.jpg?40d28c5854eb2cfed614ead2a240cb56";"http://stile-n.ru/files/products/parf6134.340x450.jpg?d4042ca9fcb533a0abef2be78d3fe9e2"
"1190";"RUB";"Брюки 17-18";"http://stile-n.ru/products/bryuki-17-18";"состав 100% полиэстер (костюмная ткань - пикачо) Брюки на резинке с карманами Внутренняя длина брючин - 75см  Рост модели 172см размер 58";"56-58, 60-62, 64-66, 68-70";"";"http://stile-n.ru/files/products/parf6123.800x600.jpg?171ca6ea6fd1a38fbffcefc4c2182881";"http://stile-n.ru/files/products/parf6123.340x450.jpg?1b8691b08b6ceddf45346e9964e382c8"
"1190";"RUB";"Брюки 17-16";"http://stile-n.ru/products/bryuki-17-16";"состав 100% полиэстер (костюмная ткань - пикачо) Брюки на резинке с карманами Внутренняя длина брючин - 75см  Рост модели 172см размер 58";"56-58, 60-62, 64-66, 68-70";"";"http://stile-n.ru/files/products/parf6025.800x600.jpg?5e7801215dfa79e0bd3a50f705e61776";"http://stile-n.ru/files/products/parf6025.340x450.jpg?aa8244616081857e8a527c885392835f"
"1090";"RUB";"Брюки 17-15";"http://stile-n.ru/products/bryuki-17-15";"состав 100% полиэстер (костюмная ткань - пикачо) Брюки на резинке с карманами Внутренняя длина брючин - 75см  Рост модели 172см размер 58";"56-58, 60-62, 64-66, 68-70";"";"http://stile-n.ru/files/products/parf6088_1.800x600.jpg?1d3d245fe9007e6ec37ccae49b538cd5";"http://stile-n.ru/files/products/parf6088_1.340x450.jpg?087668ae3308a2242d1b7750caa34beb"
"1290";"RUB";"Платье 200-2";"http://stile-n.ru/products/plate-200-2";"состав 100% полиэстер (трикотаж масло) Платье полуприлегающее с кружевом Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5740.800x600.jpg?f4acff9e82776c82666ed25f73ad9e49";"http://stile-n.ru/files/products/parf5740.340x450.jpg?c79943f5c2020c1b59bf6e8482a85c9e"
"1350";"RUB";"Платье 235-45";"http://stile-n.ru/products/plate-235-45";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж меланж) Платье свободное с карманами Длина платья - 110см, длина рукава от горловины - 56см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5878.800x600.jpg?8e7a08932149cac03bc1727551756a3d";"http://stile-n.ru/files/products/parf5878.340x450.jpg?3c03c2f90170e4b3bd3b812985bee4f9"
"950";"RUB";"Платье 325-14";"http://stile-n.ru/products/plate-325-14";"состав 30% всикоза, 70% полиэстер (трикотаж диор) Платье свободное, рукав 3/4 Длина платья 110см, длина рукав - 45см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5895.800x600.jpg?eefba1ed1553c644aa85342c909041da";"http://stile-n.ru/files/products/parf5895.340x450.jpg?65df7e147d109e6303585f5c6b6e4b01"
"1190";"RUB";"Платье 235-43";"http://stile-n.ru/products/plate-235-43";"состав 30% вискоза, 70% полиэстер (трикотаж капитоний - полиэстер) Платье полуприлегающее, свободное, с карманами Длина платья 120см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5792.800x600.jpg?58c3d0f9083ee0f5707c7ba09ccba622";"http://stile-n.ru/files/products/parf5792.340x450.jpg?372095e74004fdeb9b0d945dc6ad04d6"
"1400";"RUB";"Платье 001а-36";"http://stile-n.ru/products/plate-001a-36";"состав 100% полиэстер (трикотаж - масло) Платье длинное на резинке, рукав 3/4 Длина платья - 148см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5659.800x600.jpg?0ee469146b0c679f9b718dedc9e05e91";"http://stile-n.ru/files/products/parf5659.340x450.jpg?c1ba2de68eb6dd2769fd61b5b3909049"
"1450";"RUB";"Платье 001а-35";"http://stile-n.ru/products/plate-001a-35";"состав 100% полиэстер (трикотаж - масло) Платье длинное на резинке, рукав 3/4 Длина платья - 148см Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf5693_1.800x600.jpg?99238cfc0eb420729536ead5025a0116";"http://stile-n.ru/files/products/parf5693_1.340x450.jpg?606d9031080904b80fe6433972703598"
"950";"RUB";"Блуза 180-11";"http://stile-n.ru/products/bluza-180-11";"состав 100% полиэстер (ниагара, не просвечивает) Блуза свободная, рукав на резинке Длина блузки - 75см, длина рукава - 45см Рост модели 172см";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf6119.800x600.jpg?965a6fbde5d04b684fa3447e1fe0e4e2";"http://stile-n.ru/files/products/parf6119.340x450.jpg?1703761fe7faf5b94a05b3bba0853212"
